Date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJFINANCE.BO,BAJAJFINSV.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFC.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2019-01-15,1386.9970703125,659.2813110351562,2551.32666015625,2588.752197265625,6502.3720703125,308.8533020019531,2555.7783203125,461.7247314453125,1914.67919921875,1051.63671875,1734.9813232421875,370.7388305664063,1488.78173828125,679.6734008789062,270.3602905273437,1211.4970703125,1269.7471923828125,713.5916748046875,7183.79052734375,10789.9677734375,105.275634765625,126.5035171508789,169.4626007080078,1119.1878662109375,301.0,441.0115661621094,1767.643798828125,664.8220825195312,954.3359985351562,3799.197021484375
2019-01-16,1370.1781005859375,662.826904296875,2543.650146484375,2562.558349609375,6449.369140625,304.9200439453125,2585.26123046875,457.3856506347656,1898.858154296875,1051.1162109375,1717.851318359375,373.2764892578125,1518.8726806640625,689.0281982421875,267.99029541015625,1204.4508056640625,1271.1676025390625,712.6096801757812,7140.48974609375,10562.443359375,105.49225616455078,127.28815460205078,169.24240112304688,1123.6466064453125,302.75,442.4756164550781,1773.2381591796875,658.1484985351562,950.1865234375,3864.423828125
2019-01-17,1370.6219482421875,675.461181640625,2552.3095703125,2525.359130859375,6358.2001953125,303.9595947265625,2580.28173828125,465.503173828125,1927.614990234375,1055.603271484375,1698.5374755859375,371.5349731445313,1514.446044921875,686.08154296875,267.899169921875,1219.4427490234375,1274.576171875,721.0551147460938,7168.29833984375,10678.1669921875,104.91461944580078,126.5035171508789,171.09205627441406,1123.3492431640625,297.3500061035156,416.9040222167969,1800.795166015625,662.9421997070312,949.791259765625,3830.31884765625
2019-01-18,1382.311279296875,663.47607421875,2543.13525390625,2530.587890625,6239.955078125,284.430419921875,2562.6806640625,470.2323303222656,1931.26953125,1056.6690673828125,1692.326171875,370.0920104980469,1508.17919921875,683.8363037109375,265.34686279296875,1236.6834716796875,1248.1595458984375,721.4479370117188,7187.50537109375,10746.18359375,104.2286605834961,127.50611114501952,170.21127319335938,1172.0977783203125,295.20001220703125,381.3771362304688,1805.8314208984373,665.1981201171875,948.9514770507812,3798.799560546875
2019-01-21,1401.399169921875,659.43115234375,2514.0205078125,2578.44384765625,6376.6337890625,283.9730834960937,2565.540283203125,469.3059692382813,1926.7010498046875,1064.2799072265625,1696.7906494140625,369.4451904296875,1499.7735595703125,694.8282470703125,264.0251159667969,1266.617431640625,1244.32470703125,717.4215698242188,7038.54248046875,10737.4853515625,103.4705047607422,126.19837188720705,168.5377960205078,1223.175048828125,292.3500061035156,388.7948913574219,1810.962890625,670.5087280273438,952.7551879882812,3826.739501953125
2019-01-22,1387.4903564453125,660.9791870117188,2512.6162109375,2606.08154296875,6410.603515625,278.30181884765625,2603.15771484375,459.0676574707031,1906.7926025390625,1058.2310791015625,1698.3436279296875,367.20611572265625,1493.556396484375,696.3250122070312,264.1163024902344,1290.904296875,1231.6373291015625,695.325927734375,6908.8349609375,10721.8525390625,103.10948181152344,125.93682098388672,166.9964141845703,1223.4227294921875,290.29998779296875,408.0223083496094,1805.7840576171875,672.2476806640625,970.7857666015624,3827.534912109375
2019-01-23,1377.1326904296875,660.5797119140625,2506.484130859375,2622.41552734375,6482.9892578125,278.118896484375,2608.5810546875,460.6765747070313,1882.7967529296875,1046.0340576171875,1713.677978515625,365.8626708984375,1485.747802734375,684.25732421875,253.13232421875,1275.5125732421875,1231.82666015625,683.8853149414062,6883.32373046875,10812.6240234375,101.48485565185548,124.8470230102539,163.91366577148438,1214.455810546875,286.5,420.4176940917969,1786.2088623046875,675.58447265625,951.0262451171876,3827.73388671875
2019-01-24,1381.275634765625,663.1265258789062,2484.01611328125,2620.871826171875,6402.46044921875,275.8778686523437,2626.033935546875,461.79791259765625,1893.7607421875,1042.141845703125,1706.9327392578125,363.2255859375,1484.1064453125,689.2896118164062,254.22618103027344,1267.2669677734375,1227.66064453125,684.22900390625,6878.6806640625,10965.0537109375,101.08772277832033,123.8008270263672,164.13388061523438,1233.97509765625,287.95001220703125,412.3656005859375,1807.114013671875,684.3729248046875,956.1143188476562,3768.672119140625
2019-01-25,1353.605712890625,666.9218139648438,2456.305908203125,2585.86376953125,6319.28466796875,280.863037109375,2631.654296875,473.5232238769531,1901.98388671875,1038.2001953125,1701.3521728515625,355.3639831542969,1478.237548828125,686.843994140625,254.54519653320312,1264.468505859375,1217.1981201171875,670.9224853515625,6369.3828125,10844.41015625,99.86024475097656,123.93157958984376,164.0017547607422,1234.8172607421875,285.25,412.0728149414063,1823.55322265625,684.8428344726562,964.6109619140624,3493.746337890625
2019-01-28,1360.5107421875,655.136474609375,2400.13623046875,2446.27978515625,6048.57568359375,278.8963928222656,2587.578125,475.8147277832031,1874.0927734375,1033.0438232421875,1689.365966796875,341.7803649902344,1436.9058837890625,684.9627685546875,250.3521423339844,1260.470703125,1231.4007568359375,661.4458618164062,6361.75830078125,10826.8681640625,99.93244171142578,123.71363830566406,165.4110107421875,1218.3199462890625,281.6000061035156,401.67822265625,1854.81591796875,691.5165405273438,946.4321899414062,3361.701904296875
2019-01-29,1373.630615234375,659.9804077148438,2403.0380859375,2501.7548828125,6223.919921875,280.9087829589844,2624.45654296875,481.73828125,1845.43212890625,1020.425537109375,1699.8963623046875,345.21356201171875,1457.4970703125,684.1632080078125,253.90711975097656,1250.276123046875,1210.144287109375,658.499755859375,6376.17529296875,10904.9228515625,100.0407485961914,123.10335540771484,163.95770263671875,1199.79150390625,280.75,412.17034912109375,1884.463623046875,687.897705078125,954.87939453125,3388.7470703125
